sample_time,phase,instance_id,pdb_name,service_name,cpu_cores,aas,db_cpu_aas,wait_aas,host_cpu_pct,os_run_queue,top_wait,physical_reads_blocks_s,single_block_ms,temp_io_ms,pga_cache_hit_pct,workarea_onepass_s,workarea_multipass_s,temp_gb_h,buffer_hit_pct,logical_reads_blocks_s,hard_parses_s,soft_parse_pct,redo_mb_s,user_commits_s,log_file_sync_ms,log_file_parallel_write_ms,batch_rows_s,merge_dbtime_pct,literal_group_dbtime_pct,other_dbtime_pct
2026-07-15T09:10,B0,1,PERFLAB,PERFLAB_SVC,8,2.09,1.3,0.8,27.9,1.1,db file sequential read,1793,4.0,6.0,97.1,2,0,0.2,98.7,41844,1.2,99.7,3.0,90,2.1,1.6,1893,12,4,84
2026-07-15T09:11,B0,1,PERFLAB,PERFLAB_SVC,8,2.15,1.33,0.82,28.7,1.1,db file sequential read,1845,4.1,6.1,96.5,2,0,0.2,98.5,43050,1.2,99.4,3.1,92,2.2,1.6,1947,12,4,84
2026-07-15T09:12,B0,1,PERFLAB,PERFLAB_SVC,8,2.09,1.3,0.8,27.9,1.1,db file sequential read,1795,4.0,6.0,97.1,2,0,0.2,98.7,41886,1.2,99.7,3.0,90,2.1,1.6,1895,12,4,84
2026-07-15T09:13,B0,1,PERFLAB,PERFLAB_SVC,8,2.05,1.27,0.78,27.3,1.1,db file sequential read,1756,3.9,5.9,97.5,2,0,0.2,98.9,40980,1.2,100.0,2.9,88,2.0,1.6,1854,12,4,84
2026-07-15T09:14,B0,1,PERFLAB,PERFLAB_SVC,8,2.12,1.31,0.81,28.3,1.1,db file sequential read,1816,4.0,6.1,96.8,2,0,0.2,98.6,42377,1.2,99.6,3.0,91,2.1,1.6,1917,12,4,84
2026-07-15T09:15,B0,1,PERFLAB,PERFLAB_SVC,8,2.15,1.33,0.82,28.6,1.1,db file sequential read,1840,4.1,6.1,96.6,2,0,0.2,98.5,42923,1.2,99.4,3.1,92,2.1,1.6,1942,12,4,84
2026-07-15T09:16,B0,1,PERFLAB,PERFLAB_SVC,8,2.07,1.28,0.79,27.6,1.1,db file sequential read,1774,3.9,5.9,97.3,2,0,0.2,98.8,41385,1.2,99.9,3.0,89,2.1,1.6,1872,12,4,84
2026-07-15T09:17,B0,1,PERFLAB,PERFLAB_SVC,8,2.06,1.28,0.79,27.5,1.1,db file sequential read,1767,3.9,5.9,97.4,2,0,0.2,98.9,41235,1.2,99.9,2.9,88,2.1,1.6,1865,12,4,84
2026-07-15T09:18,B0,1,PERFLAB,PERFLAB_SVC,8,2.14,1.33,0.82,28.5,1.1,db file sequential read,1835,4.1,6.1,96.6,2,0,0.2,98.5,42812,1.2,99.5,3.1,92,2.1,1.6,1937,12,4,84
2026-07-15T09:19,B0,1,PERFLAB,PERFLAB_SVC,8,2.13,1.32,0.81,28.4,1.1,db file sequential read,1824,4.1,6.1,96.7,2,0,0.2,98.6,42556,1.2,99.5,3.0,91,2.1,1.6,1925,12,4,84
2026-07-15T09:20,B0,1,PERFLAB,PERFLAB_SVC,8,2.05,1.27,0.78,27.4,1.1,db file sequential read,1759,3.9,5.9,97.5,2,0,0.2,98.9,41045,1.2,100.0,2.9,88,2.1,1.6,1857,12,4,84
2026-07-15T09:21,B0,1,PERFLAB,PERFLAB_SVC,8,2.08,1.29,0.79,27.8,1.1,db file sequential read,1787,4.0,6.0,97.1,2,0,0.2,98.8,41691,1.2,99.8,3.0,89,2.1,1.6,1886,12,4,84
2026-07-15T09:22,B0,1,PERFLAB,PERFLAB_SVC,8,2.15,1.33,0.82,28.7,1.1,db file sequential read,1844,4.1,6.1,96.5,2,0,0.2,98.5,43035,1.2,99.4,3.1,92,2.2,1.6,1947,12,4,84
2026-07-15T09:23,B0,1,PERFLAB,PERFLAB_SVC,8,2.1,1.3,0.8,28.0,1.1,db file sequential read,1802,4.0,6.0,97.0,2,0,0.2,98.7,42043,1.2,99.7,3.0,90,2.1,1.6,1902,12,4,84
2026-07-15T09:24,B0,1,PERFLAB,PERFLAB_SVC,8,2.05,1.27,0.78,27.3,1.1,db file sequential read,1755,3.9,5.9,97.5,2,0,0.2,98.9,40954,1.2,100.0,2.9,88,2.0,1.6,1853,12,4,84
2026-07-15T09:25,B0,1,PERFLAB,PERFLAB_SVC,8,2.11,1.31,0.8,28.2,1.1,db file sequential read,1810,4.0,6.0,96.9,2,0,0.2,98.6,42227,1.2,99.6,3.0,90,2.1,1.6,1910,12,4,84
2026-07-15T09:26,B0,1,PERFLAB,PERFLAB_SVC,8,2.15,1.33,0.82,28.7,1.1,db file sequential read,1842,4.1,6.1,96.5,2,0,0.2,98.5,42987,1.2,99.4,3.1,92,2.1,1.6,1945,12,4,84
2026-07-15T09:27,B0,1,PERFLAB,PERFLAB_SVC,8,2.08,1.29,0.79,27.7,1.1,db file sequential read,1779,4.0,5.9,97.2,2,0,0.2,98.8,41519,1.2,99.8,3.0,89,2.1,1.6,1878,12,4,84
2026-07-15T09:28,B0,1,PERFLAB,PERFLAB_SVC,8,2.06,1.27,0.78,27.4,1.1,db file sequential read,1763,3.9,5.9,97.4,2,0,0.2,98.9,41137,1.2,99.9,2.9,88,2.1,1.6,1861,12,4,84
2026-07-15T09:29,B0,1,PERFLAB,PERFLAB_SVC,8,2.14,1.32,0.81,28.5,1.1,db file sequential read,1830,4.1,6.1,96.7,2,0,0.2,98.5,42704,1.2,99.5,3.1,92,2.1,1.6,1932,12,4,84
2026-07-15T09:30,T1,1,PERFLAB,PERFLAB_SVC,8,5.33,3.48,1.84,59.4,3.3,library cache: mutex X,4407,5.1,7.2,91.5,36,1,2.6,97.0,94281,169.1,70.7,9.2,318,3.2,2.0,3689,34,31,35
2026-07-15T09:31,T1,1,PERFLAB,PERFLAB_SVC,8,5.17,3.38,1.79,57.6,3.2,library cache: mutex X,4273,5.0,7.0,92.1,35,1,2.5,97.3,91412,163.9,71.1,8.9,308,3.1,2.0,3577,34,31,35
2026-07-15T09:32,T1,1,PERFLAB,PERFLAB_SVC,8,5.08,3.32,1.76,56.7,3.1,library cache: mutex X,4200,4.9,6.8,92.5,34,1,2.4,97.4,89871,161.2,71.3,8.8,303,3.0,2.0,3517,34,31,35
2026-07-15T09:33,T1,1,PERFLAB,PERFLAB_SVC,8,5.26,3.44,1.82,58.7,3.2,library cache: mutex X,4353,5.1,7.1,91.8,35,1,2.5,97.1,93136,167.0,70.9,9.1,314,3.1,2.0,3644,34,31,35
2026-07-15T09:34,T1,1,PERFLAB,PERFLAB_SVC,8,5.3,3.47,1.84,59.2,3.3,library cache: mutex X,4386,5.1,7.1,91.6,36,1,2.5,97.0,93837,168.3,70.8,9.2,316,3.2,2.0,3672,34,31,35
2026-07-15T09:35,T2,1,PERFLAB,PERFLAB_SVC,8,11.27,6.87,4.41,94.3,10.8,library cache: mutex X,9223,8.2,12.3,83.5,184,8,12.3,95.2,194710,151.7,73.7,20.5,779,6.4,3.5,5329,45,27,28
2026-07-15T09:36,T2,1,PERFLAB,PERFLAB_SVC,8,10.93,6.66,4.27,91.4,10.4,library cache: mutex X,8943,7.9,11.9,84.1,179,8,11.9,95.5,188786,147.1,74.1,19.9,755,6.2,3.4,5167,45,27,28
2026-07-15T09:37,T2,1,PERFLAB,PERFLAB_SVC,8,10.75,6.54,4.2,89.9,10.3,library cache: mutex X,8792,7.8,11.7,84.5,176,8,11.7,95.6,185602,144.6,74.3,19.5,742,6.1,3.3,5080,45,27,28
2026-07-15T09:38,T2,1,PERFLAB,PERFLAB_SVC,8,11.14,6.78,4.35,93.1,10.6,library cache: mutex X,9111,8.1,12.1,83.8,182,8,12.1,95.3,192347,149.8,73.9,20.2,769,6.3,3.4,5264,45,27,28
2026-07-15T09:39,T2,1,PERFLAB,PERFLAB_SVC,8,11.22,6.83,4.39,93.8,10.7,library cache: mutex X,9180,8.2,12.2,83.6,184,8,12.2,95.2,193793,151.0,73.8,20.4,775,6.3,3.5,5304,45,27,28
2026-07-15T09:40,T2,1,PERFLAB,PERFLAB_SVC,8,10.81,6.58,4.22,90.4,10.3,library cache: mutex X,8843,7.9,11.8,84.3,177,8,11.8,95.6,186676,145.4,74.2,19.7,747,6.1,3.3,5109,45,27,28
2026-07-15T09:41,T2,1,PERFLAB,PERFLAB_SVC,8,10.83,6.6,4.23,90.6,10.3,library cache: mutex X,8861,7.9,11.8,84.3,177,8,11.8,95.6,187064,145.7,74.2,19.7,748,6.1,3.3,5120,45,27,28
2026-07-15T09:42,T2,1,PERFLAB,PERFLAB_SVC,8,11.24,6.84,4.39,94.0,10.7,library cache: mutex X,9193,8.2,12.3,83.6,184,8,12.3,95.2,194081,151.2,73.7,20.4,776,6.3,3.5,5312,45,27,28
2026-07-15T09:43,T3,1,PERFLAB,PERFLAB_SVC,8,16.4,6.35,10.04,91.2,13.1,direct path read temp,24595,17.4,31.8,67.5,943,97,47.1,91.3,317685,114.8,78.7,37.9,1486,11.3,8.7,5636,58,16,26
2026-07-15T09:44,T3,1,PERFLAB,PERFLAB_SVC,8,15.9,6.16,9.74,88.4,12.7,direct path read temp,23847,16.9,30.8,68.1,914,94,45.7,91.6,308020,111.3,79.1,36.8,1441,10.9,8.4,5465,58,16,26
2026-07-15T09:45,T3,1,PERFLAB,PERFLAB_SVC,8,15.63,6.06,9.57,86.9,12.5,direct path read temp,23445,16.6,30.3,68.5,899,93,44.9,91.7,302825,109.4,79.3,36.1,1416,10.7,8.3,5373,58,16,26
2026-07-15T09:46,T3,1,PERFLAB,PERFLAB_SVC,8,16.2,6.28,9.92,90.1,13.0,direct path read temp,24296,17.2,31.4,67.8,931,96,46.6,91.4,313829,113.4,78.9,37.5,1468,11.1,8.6,5568,58,16,26
2026-07-15T09:47,T3,1,PERFLAB,PERFLAB_SVC,8,16.32,6.32,10.0,90.8,13.1,direct path read temp,24479,17.3,31.6,67.6,938,97,46.9,91.3,316188,114.2,78.8,37.7,1479,11.2,8.7,5610,58,16,26
2026-07-15T09:48,T3,1,PERFLAB,PERFLAB_SVC,8,15.72,6.09,9.63,87.4,12.6,direct path read temp,23580,16.7,30.5,68.3,904,93,45.2,91.7,304576,110.0,79.2,36.4,1425,10.8,8.4,5404,58,16,26
2026-07-15T09:49,T3,1,PERFLAB,PERFLAB_SVC,8,15.75,6.1,9.65,87.6,12.6,direct path read temp,23629,16.7,30.5,68.3,906,94,45.3,91.7,305209,110.3,79.2,36.4,1428,10.8,8.4,5415,58,16,26
2026-07-15T09:50,T3,1,PERFLAB,PERFLAB_SVC,8,16.34,6.33,10.01,90.9,13.1,direct path read temp,24515,17.4,31.7,67.6,940,97,47.0,91.3,316659,114.4,78.7,37.8,1481,11.2,8.7,5618,58,16,26
2026-07-15T09:51,T3,1,PERFLAB,PERFLAB_SVC,8,16.16,6.26,9.9,89.9,12.9,direct path read temp,24238,17.2,31.3,67.8,929,96,46.5,91.4,313075,113.1,78.9,37.4,1464,11.1,8.6,5555,58,16,26
2026-07-15T09:52,T3,1,PERFLAB,PERFLAB_SVC,8,15.62,6.05,9.56,86.9,12.5,direct path read temp,23423,16.6,30.3,68.5,898,93,44.9,91.7,302549,109.3,79.3,36.1,1415,10.7,8.3,5368,58,16,26
2026-07-15T09:53,T3,1,PERFLAB,PERFLAB_SVC,8,15.94,6.18,9.76,88.7,12.8,direct path read temp,23911,16.9,30.9,68.1,917,95,45.8,91.5,308845,111.6,79.0,36.9,1445,11.0,8.5,5480,58,16,26
2026-07-15T09:54,T3,1,PERFLAB,PERFLAB_SVC,8,16.4,6.35,10.04,91.2,13.1,direct path read temp,24600,17.4,31.8,67.5,943,97,47.1,91.3,317748,114.8,78.7,37.9,1486,11.3,8.7,5637,58,16,26
2026-07-15T09:55,T4,1,PERFLAB,PERFLAB_SVC,8,19.47,6.87,12.6,94.3,15.6,log file sync,22545,16.4,28.7,69.5,892,84,44.1,91.9,302314,107.6,80.7,55.3,2459,18.4,13.3,5226,58,16,26
2026-07-15T09:56,T4,1,PERFLAB,PERFLAB_SVC,8,18.88,6.66,12.22,91.4,15.1,log file sync,21859,15.9,27.8,70.1,864,81,42.7,92.2,293115,104.3,81.1,53.7,2385,17.9,12.9,5067,58,16,26
2026-07-15T09:57,T4,1,PERFLAB,PERFLAB_SVC,8,18.56,6.54,12.02,89.9,14.8,log file sync,21491,15.6,27.4,70.5,850,80,42.0,92.3,288172,102.6,81.3,52.8,2344,17.6,12.7,4982,58,16,26
2026-07-15T09:58,T4,1,PERFLAB,PERFLAB_SVC,8,19.23,6.78,12.45,93.1,15.4,log file sync,22272,16.2,28.3,69.8,881,83,43.5,92.0,298644,106.3,80.9,54.7,2430,18.2,13.2,5163,58,16,26
2026-07-15T09:59,T4,1,PERFLAB,PERFLAB_SVC,8,19.38,6.83,12.55,93.8,15.5,log file sync,22439,16.3,28.6,69.6,887,84,43.9,91.9,300889,107.1,80.8,55.1,2448,18.4,13.3,5202,58,16,26
2026-07-15T10:00,T4,1,PERFLAB,PERFLAB_SVC,8,18.67,6.58,12.08,90.4,14.9,log file sync,21615,15.7,27.5,70.3,855,81,42.2,92.3,289838,103.2,81.2,53.1,2358,17.7,12.8,5011,58,16,26
2026-07-15T10:01,T4,1,PERFLAB,PERFLAB_SVC,8,18.71,6.6,12.11,90.6,15.0,log file sync,21660,15.8,27.6,70.3,857,81,42.3,92.3,290441,103.4,81.2,53.2,2363,17.7,12.8,5021,58,16,26
2026-07-15T10:02,T4,1,PERFLAB,PERFLAB_SVC,8,19.41,6.84,12.56,94.0,15.5,log file sync,22473,16.3,28.6,69.6,889,84,43.9,91.9,301336,107.3,80.7,55.2,2452,18.4,13.3,5210,58,16,26
2026-07-15T10:03,T4,1,PERFLAB,PERFLAB_SVC,8,19.19,6.77,12.42,92.9,15.4,log file sync,22218,16.2,28.3,69.8,879,83,43.4,92.0,297926,106.0,80.9,54.5,2424,18.2,13.1,5151,58,16,26
2026-07-15T10:04,T4,1,PERFLAB,PERFLAB_SVC,8,18.54,6.54,12.0,89.8,14.8,log file sync,21471,15.6,27.3,70.5,849,80,42.0,92.3,287910,102.5,81.3,52.7,2342,17.6,12.7,4977,58,16,26
2026-07-15T10:05,T4,1,PERFLAB,PERFLAB_SVC,8,18.93,6.68,12.25,91.7,15.1,log file sync,21918,15.9,27.9,70.1,867,82,42.8,92.1,293901,104.6,81.0,53.8,2391,17.9,13.0,5081,58,16,26
2026-07-15T10:06,T4,1,PERFLAB,PERFLAB_SVC,8,19.47,6.87,12.61,94.3,15.6,log file sync,22550,16.4,28.7,69.5,892,84,44.1,91.9,302373,107.6,80.7,55.3,2460,18.4,13.3,5227,58,16,26
2026-07-15T10:07,T4,1,PERFLAB,PERFLAB_SVC,8,18.95,6.68,12.27,91.8,15.2,log file sync,21940,16.0,27.9,70.1,868,82,42.9,92.1,294199,104.7,81.0,53.9,2393,18.0,13.0,5086,58,16,26
2026-07-15T10:08,T4,1,PERFLAB,PERFLAB_SVC,8,18.54,6.54,12.0,89.8,14.8,log file sync,21466,15.6,27.3,70.5,849,80,42.0,92.3,287833,102.4,81.3,52.7,2342,17.6,12.7,4976,58,16,26
2026-07-15T10:09,T4,1,PERFLAB,PERFLAB_SVC,8,19.17,6.76,12.41,92.8,15.3,log file sync,22197,16.1,28.3,69.8,878,83,43.4,92.0,297648,105.9,80.9,54.5,2422,18.2,13.1,5146,58,16,26
2026-07-15T10:10,T4,1,PERFLAB,PERFLAB_SVC,8,19.42,6.85,12.57,94.0,15.5,log file sync,22484,16.4,28.6,69.6,889,84,43.9,91.9,301485,107.3,80.7,55.2,2453,18.4,13.3,5212,58,16,26
2026-07-15T10:11,R1,1,PERFLAB,PERFLAB_SVC,8,7.17,4.3,2.87,62.5,4.1,db file sequential read,7378,7.2,10.2,90.5,113,2,5.6,96.9,107603,18.4,95.7,31.8,297,5.1,3.2,6969,43,8,49
2026-07-15T10:12,R1,1,PERFLAB,PERFLAB_SVC,8,6.96,4.17,2.78,60.6,4.0,db file sequential read,7154,7.0,9.9,91.1,109,2,5.5,97.2,104329,17.9,96.1,30.8,288,5.0,3.1,6757,43,8,49
2026-07-15T10:13,R1,1,PERFLAB,PERFLAB_SVC,8,6.84,4.1,2.74,59.6,3.9,db file sequential read,7033,6.8,9.8,91.5,107,2,5.4,97.3,102570,17.6,96.3,30.3,283,4.9,3.0,6643,43,8,49
2026-07-15T10:14,R1,1,PERFLAB,PERFLAB_SVC,8,7.09,4.25,2.83,61.8,4.0,db file sequential read,7289,7.1,10.1,90.8,111,2,5.6,97.0,106297,18.2,95.9,31.4,294,5.1,3.1,6884,43,8,49
2026-07-15T10:15,R1,1,PERFLAB,PERFLAB_SVC,8,7.14,4.28,2.86,62.2,4.1,db file sequential read,7344,7.1,10.2,90.6,112,2,5.6,96.9,107096,18.4,95.8,31.6,296,5.1,3.2,6936,43,8,49
2026-07-15T10:16,R1,1,PERFLAB,PERFLAB_SVC,8,6.88,4.13,2.75,59.9,3.9,db file sequential read,7074,6.9,9.8,91.3,108,2,5.4,97.3,103163,17.7,96.2,30.5,285,4.9,3.0,6681,43,8,49
2026-07-15T10:17,R1,1,PERFLAB,PERFLAB_SVC,8,6.89,4.14,2.76,60.1,3.9,db file sequential read,7089,6.9,9.8,91.3,108,2,5.4,97.3,103377,17.7,96.2,30.5,286,4.9,3.1,6695,43,8,49
2026-07-15T10:18,R1,1,PERFLAB,PERFLAB_SVC,8,7.15,4.29,2.86,62.3,4.1,db file sequential read,7355,7.2,10.2,90.6,112,2,5.6,96.9,107255,18.4,95.7,31.7,296,5.1,3.2,6946,43,8,49
2026-07-15T10:19,R1,1,PERFLAB,PERFLAB_SVC,8,7.07,4.24,2.83,61.6,4.0,db file sequential read,7271,7.1,10.1,90.8,111,2,5.6,97.0,106041,18.2,95.9,31.3,293,5.0,3.1,6867,43,8,49
2026-07-15T10:20,R1,1,PERFLAB,PERFLAB_SVC,8,6.83,4.1,2.73,59.5,3.9,db file sequential read,7027,6.8,9.8,91.5,107,2,5.4,97.3,102476,17.6,96.3,30.3,283,4.9,3.0,6637,43,8,49
